Name,Sector,Sub-Sector,Market Cap,Return on Equity,ROCE,Cash Flow Margin,EBITDA Margin,Net Profit Margin,Return on Assets,Asset Turnover Ratio,Working Capital Turnover Ratio,Current Ratio,Debt to Equity,PE Ratio,PB Ratio,Sector PE,Sector PB,PS Ratio,Sector Dividend Yield,Return on Investment,MF Holding Change 3M,MF Holding Change 6M,FII Holding Change 3M,FII Holding Change 6M,DII Holding Change 3M,DII Holding Change 6M,EPS (Q),Dividend Per Share,Debt to Equity ,Debt to Asset,R1,R2
Bharat Electronics Ltd,Information Technology,Electronic Equipments,210923.67,26.37,30.17,22.25,27.33,19.03,10.62,0.56,1.95,1.55,0,52.94,12.9,34.66,9.14,10.07,1.69,24.36,-0.26,-2.25,-0.16,-0.3,-0.4,-2.42,1.5,2.2,0,0,1,2
LTIMindtree Ltd,Information Technology,IT Services & Consulting,171609.13,25.02,28.76,15.65,19.57,12.65,17.96,1.42,2.92,3.28,0.1,37.45,8.57,34.66,9.14,4.74,1.69,21.74,-0.06,-0.84,0.11,-0.47,0.68,1.31,42.25,65,0.1,0.08,1,2
Tech Mahindra Ltd,Information Technology,IT Services & Consulting,164861.89,8.49,11.85,12.05,10.27,4.46,5.3,1.19,4.83,1.86,0.09,69.92,6.07,34.66,9.14,3.12,1.69,9.26,0.54,1.81,0.39,-0.49,0.24,1.48,14.12,40,0.09,0.06,0,1
Oracle Financial Services Software Ltd,Information Technology,Software Services,97793.43,28.98,36.02,26.67,46.53,33.05,23.52,0.71,1.08,5.98,0.01,44.06,12.44,34.66,9.14,14.56,1.69,28.44,-0.44,0.65,2.63,1.6,-1.58,-0.35,66.61,240,0.01,0,1,2
Persistent Systems Ltd,Information Technology,Software Services,86092.7,24.51,28.81,12.27,18.13,10.99,15.57,1.42,5.9,1.89,0.09,78.73,17.37,34.66,9.14,8.65,1.69,21.08,-0.69,1.02,0.78,-1.63,-0.86,1.49,21.19,26,0.09,0.06,1,2
Mphasis Ltd,Information Technology,IT Services & Consulting,56922.53,18.59,22.76,16.15,19.56,11.52,12.19,1.06,4.83,1.58,0.18,36.61,6.47,34.66,9.14,4.22,1.69,16.6,1.57,10.44,-0.07,3.41,1.02,12.23,22.38,55,0.18,0.11,1,2
L&T Technology Services Ltd,Information Technology,Software Services,54575.02,26.6,31.19,15.15,21.58,13.23,15.64,1.18,2.92,2.46,0.12,41.86,10.21,34.66,9.14,5.54,1.69,22.55,0.71,1.47,-0.12,-1.17,0.65,1.63,30.2,50,0.12,0.08,1,2
Coforge Ltd,Information Technology,IT Services & Consulting,51660.06,23.43,25.84,9.78,16.12,8.74,13.83,1.58,9.54,1.7,0.19,63.94,13.86,34.66,9.14,5.59,1.69,20.97,0.56,-6.16,0.66,7.09,0.86,-6.14,30.32,76,0.19,0.12,1,1
Tata Elxsi Ltd,Information Technology,Software Services,44226.43,34.51,39.03,19.09,31.82,21.56,26.63,1.23,1.87,5.69,0.09,55.83,17.65,34.66,9.14,12.04,1.69,29.79,0.89,0.19,-0.03,-0.91,1.14,1.33,36.84,70,0.09,0.07,1,2
Tata Technologies Ltd,Information Technology,IT Services & Consulting,40794.03,21.88,27.52,5.62,20.2,12.98,12.6,0.97,2.85,1.87,0.08,60.05,12.67,34.66,9.14,7.8,1.69,20.08,0.81,1.22,1.99,2.53,1.66,1.93,3.88,10.05,0.08,0.05,1,2
Honeywell Automation India Ltd,Information Technology,Electronic Equipments,39957.76,14.76,18.61,10.44,17.56,11.94,10.73,0.9,1.36,3.72,0.02,79.69,11.08,34.66,9.14,9.51,1.69,13.92,0.66,1.42,-0.05,-0.09,0.14,0.34,130.18,100,0.02,0.01,1,1
KPIT Technologies Ltd,Information Technology,IT Services & Consulting,37609.82,31.08,33.08,20.31,21.31,12.06,15.98,1.33,11.78,1.33,0.15,63.26,17.39,34.66,9.14,7.63,1.69,26.06,0.42,2.02,-1.28,-3.03,0.86,3.51,7.51,6.7,0.15,0.08,1,2
Firstsource Solutions Ltd,Information Technology,Outsourced services,23316.55,14.57,17.96,10.12,16.19,8.08,8.97,1.11,-50.01,0.94,0.41,45.3,6.3,34.66,9.14,3.66,1.69,12.54,-1.24,-1.22,2.27,2.04,-0.92,-0.67,2.01,3.5,0.41,0.26,1,1
Cyient Ltd,Information Technology,Software Services,20148.72,17.03,19.63,10.07,18.04,9.47,10.17,1.07,4.7,2.15,0.17,29.51,4.42,34.66,9.14,2.79,1.69,14.95,0.63,1.45,-1.09,-2.66,2.62,3.8,16.28,30,0.17,0.11,1,1
Newgen Software Technologies Ltd,Information Technology,Software Services,17244.15,22.81,23.6,21.78,26.04,19.48,16.6,0.85,1.77,3.44,0.04,68.54,14.09,34.66,9.14,13.35,1.69,20.11,-0.9,-0.72,2.14,3.58,-1.03,-0.78,5.03,4,0.04,0.03,1,2
Sonata Software Ltd,Information Technology,IT Services & Consulting,16790,22.79,27.77,3.21,7.76,3.53,6.55,1.86,74.68,0.99,0.54,54.42,11.94,34.66,9.14,1.92,1.69,18.12,2.69,4.63,-0.27,-1.8,1.8,4.31,3.81,11.4,0.54,0.15,0,1
Zen Technologies Ltd,Information Technology,Electronic Equipments,16248.12,32.11,39.21,2.94,43.33,27.97,20.89,0.75,1.69,2.29,0.01,127.06,34.85,34.66,9.14,35.54,1.69,27.56,4.38,4.49,2.64,1.88,4.67,4.73,9.19,1,0.01,0.01,1,2
Zensar Technologies Ltd,Information Technology,Electronic Equipments,15913.82,20.34,23.64,12.69,20.36,13.14,15.17,1.15,3.16,3.04,0.05,23.93,4.47,34.66,9.14,3.14,1.69,18.3,0.09,1.71,-0.9,-1.69,0.01,1.52,6.88,9,0.05,0.04,1,2
Birlasoft Ltd,Information Technology,Outsourced services,15908.69,22.71,26.88,13.35,17.46,11.59,17.54,1.51,3.01,3.71,0.03,25.5,5.23,34.66,9.14,2.96,1.69,20.52,2.99,6.31,-7.11,-11.77,3.36,5.64,4.59,6.5,0.03,0.02,1,2
Bls International Services Ltd,Information Technology,IT Services & Consulting,15671.6,27.47,24.44,20.38,22.75,18.23,24.43,1.34,2.39,7.7,0.02,50.08,10.87,34.66,9.14,9.13,1.69,21.77,0.26,0.29,1.57,1.3,0.37,0.66,2.77,1,0.02,0.02,1,2
PG Electroplast Ltd,Information Technology,IT Services & Consulting,15666.95,18.79,16.97,6.75,9.96,4.88,7.05,1.45,10.28,1.46,0.42,116.31,15.09,34.66,9.14,5.68,1.69,12.66,0.19,-0.23,-0.39,-0.34,-0.1,-1.14,0.32,0.02,0.42,0.19,0,1
Netweb Technologies India Ltd,Information Technology,IT Services & Consulting,14955.52,29.4,24.96,2.5,15.55,10.31,17.28,1.68,3.19,3.13,0.02,197.02,35.38,34.66,9.14,20.32,1.69,18.99,1.56,0.52,1.91,1.93,1.26,-1.33,4.56,2,0.02,0.02,1,2
Redington Ltd,Information Technology,Technology Hardware,14288.49,16.08,25.57,1.2,2.54,1.36,5.11,3.76,13.32,1.43,0.38,11.73,1.82,34.66,9.14,0.16,1.69,16.04,-0.1,-0.22,0.21,-0.02,-0.06,-0.49,3.75,6.2,0.38,0.12,0,2
eClerx Services Limited,Information Technology,Outsourced services,14021.03,25.79,28.07,17.58,28.07,17.1,19.7,1.15,2.31,5.17,0.12,27.41,6.23,34.66,9.14,4.69,1.69,21.31,1.43,1.01,-1.47,-1.87,1.54,1.29,23.13,1,0.12,0.09,1,2
Railtel Corporation of India Ltd,Information Technology,Communication & Networking,13432.88,14.17,17.1,21.22,18.76,9.39,6.66,0.71,5.17,1.21,0.02,54.56,7.35,34.66,9.14,5.12,1.69,13.48,-2.46,-2.46,0.9,0.84,-2.26,-2.04,2.26,2.85,0.02,0.01,1,1
Genus Power Infrastructures Ltd,Information Technology,Electronic Equipments,12651.06,6.79,11.1,-11.83,17.02,6.75,3.91,0.58,1.3,2.27,0.37,145.97,8.05,34.66,9.14,9.85,1.69,6.69,-1.16,-1.33,4.59,5.63,-1.25,-1.45,3,0.75,0.37,0.21,0,1
Happiest Minds Technologies Ltd,Information Technology,IT Services & Consulting,11515.18,21.42,22.6,12.31,25.22,14.39,12.86,0.89,2.02,3.14,0.35,46.36,7.78,34.66,9.14,6.67,1.69,14.59,1.2,1.34,0.03,0.64,1.33,1.6,3.39,5.75,0.35,0.23,1,2
CE Info Systems Ltd,Information Technology,Software Services,10522.99,22.29,26.47,18.09,46.19,32.08,18.26,0.57,1.3,3.59,0.04,78.55,15.95,34.66,9.14,25.2,1.69,19.97,-0.04,1.2,0.02,-0.3,0,1.05,6.63,3.5,0.04,0.03,1,2
Intellect Design Arena Ltd,Information Technology,Software Services,10458.16,14.21,18.14,15.97,23.03,12.51,10.25,0.82,3.4,2.04,0.02,32.56,4.27,34.66,9.14,4.07,1.69,13.09,1.38,2.85,-0.34,-0.66,1.12,2.55,3.86,3.5,0.02,0.01,1,1
Tanla Platforms Ltd,Information Technology,Software Services,10078.42,31.7,34.55,14.86,19.58,13.81,20.23,1.46,4.09,2.03,0.04,18.38,5.19,34.66,9.14,2.54,1.69,27.62,-0.16,-0.08,0.09,-0.49,0.05,0.13,9.7,12,0.04,0.02,1,2
Route Mobile Ltd,Information Technology,IT Services & Consulting,9592.05,18.76,19.98,-2.36,13.83,9.08,11.83,1.3,3.93,2.06,0.17,25.57,4.42,34.66,9.14,2.32,1.69,15.88,5.08,3.73,0.91,-9.18,5.11,0.31,16.12,11,0.17,0.11,1,1
Latent View Analytics Ltd,Information Technology,IT Services & Consulting,9333.76,12.29,14.28,16.15,29.39,22.21,11.67,0.53,0.74,20.04,0.02,58.84,6.79,34.66,9.14,13.07,1.69,11.58,-0.77,-0.89,0.25,0.26,-0.77,-0.82,1.89,0,0.02,0.02,1,1
Syrma SGS Technology Ltd,Information Technology,Electronic Equipments,8970.71,6.67,11.27,-3.54,8.07,3.34,3.45,1.03,8.05,1.23,0.38,83.58,5.35,34.66,9.14,2.79,1.69,6.44,-0.23,0.31,-0.12,-2.63,-0.01,0.65,2.04,1.5,0.38,0.17,0,1
Mastek Ltd,Information Technology,IT Services & Consulting,8737.61,15.55,16.82,13.69,16.95,9.78,8.88,0.91,6.41,1.42,0.25,29.1,4.19,34.66,9.14,2.85,1.69,13.23,2.9,2.99,-5.9,-6.27,3.3,3.35,42.69,19,0.25,0.14,1,1
Aurionpro Solutions Ltd,Information Technology,IT Services & Consulting,8724.61,19.3,18.36,18.25,22.59,15.73,12.55,0.8,2.36,2.2,0.09,61.89,9.22,34.66,9.14,9.73,1.69,15,0,0,1.08,7.66,-0.19,1.99,8.4,1.25,0.09,0.06,1,2
CMS Info Systems Ltd,Information Technology,Software Services,8461.05,19.78,22.94,19.14,27.56,15.1,14.59,0.97,2.58,2.93,0,24.37,4.35,34.66,9.14,3.68,1.69,18.66,-2.14,-3.71,-0.22,3.64,-1.74,-2.35,5.58,5.75,0,0,1,2
Rategain Travel Technologies Ltd,Information Technology,Software Services,8439.94,13.46,13,15.2,23.31,14.56,10.94,0.75,1.45,5.3,0.01,58.05,5.82,34.66,9.14,8.45,1.69,10.1,0.53,4.36,0.67,-0.28,-1.1,3.24,3.85,0,0.01,0.01,1,1
Black Box Ltd,Information Technology,Software Services,8054.16,35.44,24.32,2.13,6.53,2.18,4.76,2.18,51.91,1.17,1.48,58.5,16.75,34.66,9.14,1.28,1.69,23.38,0.02,0.02,-1.34,-1.43,0.02,0.02,2.21,0,1.48,0.26,0,2
Infibeam Avenues Ltd,Information Technology,IT Services & Consulting,7791.79,4.78,5.64,22.5,8.73,4.94,3.39,0.69,6.1,1.39,0.02,49.27,2.25,34.66,9.14,2.44,1.69,4.55,0.03,0.04,0.24,-0.7,0.03,0.04,0.24,0.05,0.02,0.02,0,1
eMudhra Ltd,Information Technology,IT Services & Consulting,7506.47,14.24,14.19,19.08,30.65,19.75,12.41,0.63,1.37,5.8,0.01,100.01,11.34,34.66,9.14,19.75,1.69,11.66,-0.23,-0.49,0.23,0.2,0.67,0.57,2.7,1.25,0.01,0.01,1,1
Astra Microwave Products Ltd,Information Technology,Communication & Networking,7375.33,15.05,18.34,-19.47,23.13,12.98,9.57,0.74,1.42,2.85,0.25,60.92,7.63,34.66,9.14,7.91,1.69,12.69,1.51,1.45,1.02,2.51,1.41,1.39,0.76,2,0.25,0.16,1,2
E2E Networks Ltd,Information Technology,Software Services,6914.28,36.35,17.08,44.6,51.59,22.75,13.51,0.59,-29.12,0.67,2.03,316.3,97.58,34.66,9.14,71.96,1.69,11.85,0,0,2.05,1.66,-0.06,-1.5,8.24,0,2.03,0.56,0,2
Optiemus Infracom Ltd,Information Technology,Software Services,5868.77,14.04,16.81,2.6,6.56,3.66,5.03,1.37,9.31,1.2,0.38,103.4,13.77,34.66,9.14,3.78,1.69,10.98,0.16,0.17,0.43,0.58,0.24,0.23,1.42,0,0.38,0.12,0,1
R Systems International Ltd,Information Technology,Technology Hardware,5650.17,20.05,22.08,12.46,15.53,8.26,13.05,1.58,4.92,1.7,0.15,40.33,6.63,34.66,9.14,3.33,1.69,15.16,0.41,0.41,-0.17,-0.18,0.62,0.61,2.1,6.8,0.15,0.1,1,1
Network People Services Technologies Ltd,Information Technology,IT Services & Consulting,5595.96,61.39,58.88,32.93,33.57,20.51,46.04,2.24,3.95,3.98,0,209.59,95.9,34.66,9.14,42.98,1.69,45.7,-,0,-,0.17,-,-5.82,9.36,0,0,0,1,2
Shilchar Technologies Ltd,Information Technology,Electronic Equipments,5402.02,55.51,58.02,18.67,30.79,22.43,39.08,1.74,3.32,3.07,0,58.79,25.77,34.66,9.14,13.18,1.69,43.94,0.01,0.03,0.14,-0.33,0.01,0.03,42.92,12.5,0,0,1,2
Zaggle Prepaid Ocean Services Ltd,Information Technology,Software Services,5365.89,14.11,12.23,-10.52,10.41,5.59,9.46,1.69,2.86,6.18,0.15,121.9,9.33,34.66,9.14,6.82,1.69,8.73,3.94,6.22,0.2,-5.55,3.35,4.23,1.37,0,0.15,0.12,1,1
Magellanic Cloud Ltd,Information Technology,IT Services & Consulting,4879.7,29.21,26.17,5.53,34.84,17.79,13.54,0.76,6.15,1.82,0.69,47.46,11.99,34.66,9.14,8.44,1.69,18.09,0,0,0.78,0.87,0,0,0.45,0.03,0.69,0.35,1,2
Moschip Technologies Ltd,Information Technology,Software Services,4533.74,5.16,5.68,10.46,12.65,3.32,3.3,0.99,5.94,1.71,0.26,459.35,16.83,34.66,9.14,15.26,1.69,4.69,0,0,0.78,0.84,0,0,0.51,0,0.26,0.18,0,1
Avantel Ltd,Information Technology,Communication & Networking,4142.39,38.7,44.35,28.87,36.86,23.27,28.77,1.24,2.65,3.24,0.11,78.83,25.24,34.66,9.14,18.35,1.69,31.24,0.26,0.62,0.09,0.1,0.26,0.65,0.94,0.2,0.11,0.08,1,2
Avalon Technologies Ltd,Information Technology,Electronic Equipments,3929.35,4.76,8.39,1.96,8.77,3.17,2.64,0.83,1.97,2.53,0.26,140.48,6.55,34.66,9.14,4.45,1.69,5.87,1.3,2.21,0.41,0.55,0.55,1.27,-0.35,0,0.26,0.17,0,1
Cigniti Technologies Ltd,Information Technology,Software Services,3860.5,24.95,29.13,7,13.79,8.96,17.88,2,3.41,3.67,0.08,23.31,5.23,34.66,9.14,2.09,1.69,21.34,3.25,4.41,-1.09,-1.42,4.85,6.88,19.39,3,0.08,0.06,1,1
Exicom Tele-Systems Ltd,Information Technology,Electronic Equipments,3705.08,13.4,14.95,2.74,12.61,6.15,7.44,1.21,2.56,3.32,0.06,57.97,5.13,34.66,9.14,3.57,1.69,10.83,-1.35,-2.15,-0.06,-0.58,-2,-3.7,1.51,0,0.06,0.05,1,1
Hinduja Global Solutions Ltd,Information Technology,Outsourced services,3572.06,1.63,3.59,3.78,16.36,2.62,1.19,0.46,1.49,2.33,0.28,26.82,0.47,34.66,9.14,0.7,1.69,3.29,0,0,0.37,0.38,0,0,34.72,7,0.28,0.19,0,0
Datamatics Global Services Ltd,Information Technology,IT Services & Consulting,3430.88,17.52,20.03,11.53,18.23,12.43,14.44,1.16,2.22,4.9,0.01,17.31,2.81,34.66,9.14,2.15,1.69,16.3,0.01,0.02,-0.75,-0.88,0.01,-0.01,7.37,5,0.01,0.01,1,2
Quick Heal Technologies Ltd,Information Technology,IT Services & Consulting,3285.63,5.66,6,5.81,12.44,7.74,4.82,0.62,1.16,4.96,0,135.55,7.52,34.66,9.14,10.49,1.69,5.58,0.23,0.59,0.07,-0.04,0.21,0.56,0.77,3,0,0,0,1
Blue Cloud Softech Solutions Ltd,Information Technology,Software Services,3261.2,14.62,12.04,0.73,3.93,2.81,13.42,4.78,13.89,4.02,0,568.15,49.32,34.66,9.14,15.95,1.69,8.7,0,0,0.01,0.01,0,0,0.48,2,0,0,0,2
Genesys International Corporation Ltd,Information Technology,Software Services,3245.97,4.91,7.94,9.38,42.41,10.86,3.87,0.36,1.02,3.04,0.12,147.08,6.61,34.66,9.14,15.97,1.69,4.84,0,0,-0.25,-0.58,0.13,0.1,2.8,0,0.12,0.09,0,2
Apollo Micro Systems Ltd,Information Technology,Electronic Equipments,3137.84,6.89,13.18,-21.02,22.94,8.33,3.77,0.45,1.14,1.98,0.4,100.83,6.04,34.66,9.14,8.4,1.69,8.45,0,0,-7.23,-10.95,0.87,0.86,0.52,0.05,0.4,0.22,0,1
Nucleus Software Exports Ltd,Information Technology,IT Services & Consulting,3115.07,27.61,31.36,25.31,30.92,21.84,19.27,0.88,3.1,2.07,0.01,16.26,4.01,34.66,9.14,3.55,1.69,24.62,-0.21,-0.03,0.28,-0.03,-0.35,-0.15,11.28,12.5,0.01,0,1,2
Saksoft Ltd,Information Technology,IT Services & Consulting,2898.02,21.14,23.09,15.18,18.69,12.51,14.2,1.13,3.98,1.94,0.05,30.13,5.73,34.66,9.14,3.77,1.69,18.75,0,0,-0.3,-0.76,0,0,2.02,0.64,0.05,0.03,1,2
Vakrangee Limited,Information Technology,Outsourced services,2896.45,3.04,7.21,14.44,13.58,2.02,1.45,0.72,8.22,1.4,0.07,665.85,17.87,34.66,9.14,13.44,1.69,6.92,0,0,-0.18,-0.32,-1.06,-1.16,0.01,0.05,0.07,0.04,0,0
Rashi Peripherals Ltd,Information Technology,Electronic Equipments,2647.52,12.56,19.37,-0.92,2.89,1.27,4.27,3.36,10.72,1.64,0.45,18.75,1.71,34.66,9.14,0.24,1.69,11.2,-0.84,1.87,-0.49,-0.73,-0.9,0.87,10.58,1,0.45,0.18,0,2
RIR Power Electronics Ltd,Information Technology,IT Services & Consulting,2592.69,14.64,12.52,2.31,17.22,10.22,7.47,0.73,1.82,3.05,0.54,369.33,41.26,34.66,9.14,37.74,1.69,8.53,0,0,5.44,5.45,0,0,3.28,2,0.54,0.31,1,1
Sasken Technologies Ltd,Information Technology,Technology Hardware,2557.5,10.47,11.73,12.44,21.28,16.49,9,0.55,5.07,1.57,0.01,32.49,3.26,34.66,9.14,5.36,1.69,9.98,0,0,-0.1,-0.1,0.1,0.21,7.98,25,0.01,0.01,1,1
63 Moons Technologies Ltd,Information Technology,Software Services,2399.31,6.94,6.44,7.61,39.54,35.88,6.26,0.17,0.38,6.12,0,10.78,0.72,34.66,9.14,3.87,1.69,6.72,0,0,-1.07,-1.3,-0.08,-0.12,-1.86,2,0,0,0,1
Accelya Solutions India Ltd,Information Technology,Software Services,2380.37,33.95,42.84,29.98,32.36,18.02,24.04,1.33,2.69,3.48,0.12,25.36,8.42,34.66,9.14,4.57,1.69,30.26,0.01,0.02,-0.06,-0.17,0.01,0.02,21.75,65,0.12,0.08,1,2
TechNVision Ventures Ltd,Information Technology,Electronic Equipments,2340.57,163.43,37.26,10.3,9.12,7,10.45,1.49,19.62,1.13,1.01,172.86,153.58,34.66,9.14,12.11,1.69,50.11,0,0,0,0,0,0,3.44,0,1.01,0.1,0,2
Centum Electronics Ltd,Information Technology,Software Services,2177.75,0.89,11.88,19.46,8,0.16,0.17,1.03,46.53,1.08,1.15,1223.46,11.07,34.66,9.14,1.98,1.69,8.61,0.58,0.34,0.01,0.01,0.39,0.83,-2.45,6,1.15,0.21,0,0
Ceinsys Tech Ltd,Information Technology,IT Services & Consulting,2165.41,16.19,23.44,18.27,22.73,13.04,10.96,0.84,2.15,2.61,0.04,61.85,9.25,34.66,9.14,8.07,1.69,16.94,0,0,4.27,4.27,0,0,7.29,2.5,0.04,0.03,1,2
Nelco Ltd,Information Technology,Software Services,2075.68,20.75,28.58,13.89,19.47,7.33,8.7,1.19,17.78,1.09,0.46,87.69,16.8,34.66,9.14,6.42,1.69,17.13,0,0,-0.16,0.1,0,0,1.8,2.2,0.46,0.2,1,1
Kody Technolab Ltd,Information Technology,Communication & Networking,2057.14,23.41,18.57,-38.98,32.44,21.04,17.09,0.81,1.51,7.07,0.03,420.68,55.45,34.66,9.14,88.52,1.69,14.51,-,0,-,0,-,0,-,0,0.03,0.02,1,2
Unicommerce eSolutions Ltd,Information Technology,Software Services,2036.49,21.65,22.76,5.49,18.52,11.95,13.71,1.15,1.97,3.01,0.11,155.7,29.55,34.66,9.14,18.61,1.69,17.62,-,-,-,-,-,-,0.44,0,0.11,0.07,1,2
D Link (India) Limited,Information Technology,IT Services & Consulting,1941.76,22.77,28.6,9.64,10.52,7.41,13.99,1.89,3.44,2.52,0.02,20.96,4.46,34.66,9.14,1.55,1.69,21.14,0.21,0.21,-0.56,0.22,0.17,0.71,7.53,13,0.02,0.01,1,1
BLS E-Services Ltd,Information Technology,Technology Hardware,1940.42,11.43,10.51,6.35,16.15,10.14,9.11,0.9,2.49,4.68,0.02,61.8,4.43,34.66,9.14,6.27,1.69,7.26,0,0,-4.27,-7.85,0,0,1.32,0,0.02,0.01,1,1
Expleo Solutions Ltd,Information Technology,Electronic Equipments,1882.23,15.85,18.48,7.12,16.03,9.3,12.1,1.3,2.21,5.77,0.04,20.81,3.08,34.66,9.14,1.94,1.69,14.6,0,0,0.15,0.17,-0.05,-0.59,15.4,0,0.04,0.03,1,1
Sahasra Electronic Solutions Ltd,Information Technology,Software Services,1820.47,80.98,58.55,0.92,36.32,31.56,41.76,1.32,6.17,1.66,0.36,55.79,30.19,34.66,9.14,17.61,1.69,41.39,-,-,-,-,-,-,-,6.5,0.36,0.2,1,2
ASM Technologies Ltd,Information Technology,IT Services & Consulting,1701.2,-4.17,-0.39,-0.3,5.12,-2.07,-2.1,1.02,4.2,2.34,0.61,-397.48,12.51,34.66,9.14,8.24,1.69,2.59,0,0,-0.04,-0.44,0.02,0.02,2.65,1,0.61,0.35,0,0
Dynacons Systems and Solutions Ltd,Information Technology,IT Services & Consulting,1627.79,41.02,46.88,2.84,8.01,5.23,10.87,2.08,7.36,1.39,0.23,30.25,10.32,34.66,9.14,1.58,1.69,32.41,0,0,0.01,-0.04,-0.18,-0.23,13.85,0,0.23,0.06,1,1
VL E-Governance & IT Solutions Ltd,Information Technology,IT Services & Consulting,1503.87,0.23,-6.94,-6.96,-756.93,-756.93,0.22,0.01,0.01,36.18,0.02,-8.85,0.61,34.66,9.14,66.99,1.69,0.22,0,0,1.18,1.09,0,0,0.08,0,0.02,0.02,0,0
Allied Digital Services Ltd,Information Technology,IT Services & Consulting,1476.24,7.7,10.43,9.82,12.28,6.66,6.23,0.93,2.24,3.6,0.1,32.2,2.39,34.66,9.14,2.15,1.69,7.52,0,0,0.2,1,0,0,1.83,1.5,0.1,0.08,0,1
Ramco Systems Ltd,Information Technology,IT Services & Consulting,1460.27,-56.82,-57.85,19.58,-28.06,-45.65,-30.21,0.66,19.58,0.75,0.2,-6.04,4.64,34.66,9.14,2.76,1.69,-61.97,-0.26,-0.27,-0.35,-0.41,-0.26,-0.27,-5.54,0,0.2,0.09,0,0
Alldigi Tech Ltd,Information Technology,IT Services & Consulting,1440.1,26.94,31.71,19.07,25.77,13.44,18.25,1.36,2.9,2.9,0.18,22.5,5.87,34.66,9.14,3.02,1.69,23.46,0,0,-0.15,0.3,0,0,7.97,45,0.18,0.12,1,2
One Point One Solutions Ltd,Information Technology,Outsourced services,1396.64,21.95,18.43,15.35,32.4,12.21,11,0.9,6.09,1.89,0.42,65.29,10,34.66,9.14,7.97,1.69,13.32,0,0,10.33,13.45,0.82,0.73,0.36,0,0.42,0.23,1,2
Kellton Tech Solutions Ltd,Information Technology,IT Services & Consulting,1366.28,15.69,18.31,5.71,10.79,6.5,10.19,1.57,2.62,3.36,0.35,21.34,3.08,34.66,9.14,1.39,1.69,13.75,0,0,0.86,0.53,0,0,2.05,0,0.35,0.24,1,1
Subex Ltd,Information Technology,Software Services,1339.01,-44.83,-40.72,-2.62,-49.57,-60.59,-31.34,0.52,1.97,2.39,0.08,-6.98,4.01,34.66,9.14,4.23,1.69,-52.29,0,0,-0.02,-0.17,0,0,-0.2,0,0.08,0.05,0,0
Aurum Proptech Ltd,Information Technology,Software Services,1273.98,-26.37,-12.73,8.67,8.87,-23.92,-10.76,0.45,-4.26,0.44,1.7,-22.85,6.78,34.66,9.14,5.47,1.69,-5.88,0,0,0.39,0.38,0,0,-1.16,0,1.7,0.49,0,0
Kernex Microsystems (India) Ltd,Information Technology,IT Services & Consulting,1258.72,-28.05,-22.23,-342.56,-90.53,-126.26,-19.91,0.16,0.37,2.32,0.26,-47.68,11.85,34.66,9.14,60.2,1.69,-17.52,0,0,0.49,0.48,0.04,0.02,2.16,0,0.26,0.17,0,0
Xchanging Solutions Ltd,Information Technology,Technology Hardware,1244.83,2.66,14.55,-6.15,34.95,6.98,2.16,0.31,0.51,6.09,0.3,90.86,3.52,34.66,9.14,6.34,1.69,3.39,0,0,-0.02,-0.16,0,0,0.88,19,0.3,0.2,0,2
Orient Technologies Ltd,Information Technology,IT Services & Consulting,1225.72,27.25,30.59,3.67,9.98,6.83,15.04,2.2,4.45,2.24,0.06,29.58,6.99,34.66,9.14,2.02,1.69,23.33,-,-,-,-,-,-,2.59,0,0.06,0.04,1,1
Creative Newtech Ltd,Information Technology,IT Services & Consulting,1198.67,25.16,29.22,-1.62,3.98,2.53,13.57,5.36,9.96,2.73,0.33,27.21,5.35,34.66,9.14,0.69,1.69,18.05,0,0,0.07,0.14,-0.01,0.08,7.85,0.5,0.33,0.2,0,2
Control Print Ltd,Information Technology,IT Services & Consulting,1148.06,17.3,21.26,13.7,24.75,15,13.48,0.9,1.91,3.54,0.02,21.07,3.43,34.66,9.14,3.16,1.69,16.45,0,0,-0.58,-0.74,-1.28,-1.3,8.43,9,0.02,0.02,1,2
Ksolves India Ltd,Information Technology,Electronic Equipments,1133.32,147.78,179.25,30.5,43.37,31.35,92.76,2.96,4.94,2.64,0,33.18,47.54,34.66,9.14,10.4,1.69,145.47,0,0,-0.67,-0.99,0,0,7.75,19.5,0,0,1,2
Sahana System Ltd,Information Technology,IT Services & Consulting,1125.4,54.36,41.15,49.53,33.89,26.27,30.29,1.15,4.56,1.52,0.22,61.84,19.96,34.66,9.14,16.24,1.69,26.57,-,-,-,-,-,-,-,0,0.22,0.13,1,2
Trident Techlabs Ltd,Information Technology,IT Services & Consulting,1123.61,28.3,26.52,-23.82,22.4,12.82,12.57,0.98,1.72,2.37,0.41,120.04,24.13,34.66,9.14,15.39,1.69,19.27,0,0,-1.34,0.35,-3.24,-0.48,-,0,0.41,0.2,1,2
Elin Electronics Ltd,Information Technology,Electronic Equipments,1086.05,2.78,5.4,4.06,4.72,1.32,1.98,1.5,3.89,2.74,0.02,78.3,2.16,34.66,9.14,1.03,1.69,4.27,-0.08,1.05,-0.1,0.52,-0.52,0.68,1.24,1,0.02,0.02,0,0
NINtec Systems Ltd,Information Technology,Software Services,1036.63,,53.81,11.71,25.49,18.34,,2.82,-,2.53,0.07,66.75,29.65,34.66,9.14,12.24,1.69,41.69,0,0,-0.01,0.01,0,0,3.09,0,0.07,0.04,0,2
